ID,Student_Query,Priority
3156,How can I apply for hostel change?,Medium
3202,I am unable to access exam hall ticket.,High
4840,I cannot submit my exam form and today is the last date.,High
1099,I need migration certificate process.,Medium
4980,Degree certificate required urgently for job.,High
2845,I want to join a club in university.,Medium
887,Any cultural events this week?,Low
5919,Where is the auditorium located?,Low
4652,How to reset student portal password?,Medium
516,Where to collect ID card?,Low
5785,"Internship deadline today, need NOC approval.",High
1454,Request for bonafide certificate.,Medium
3554,I cannot submit my exam form and today is the last date.,High
3610,Where is the auditorium located?,Low
2507,How to apply for revaluation?,Medium
2995,I missed my exam registration due to portal error.,High
4000,I want to join a club in university.,Medium
5689,Holiday list for this semester?,Low
907,Bus schedule for weekend?,Low
29,Please update my contact number.,Medium
2508,When will semester timetable be released?,Medium
2429,Request for bonafide certificate.,Medium
763,How can I apply for hostel change?,Medium
3748,What are library timings?,Low
285,What are library timings?,Low
687,Bus schedule for weekend?,Low
2354,Bus schedule for weekend?,Low
4826,Is there any AI workshop this month?,Low
22,I am unable to access exam hall ticket.,High
2753,How can I apply for hostel change?,Medium
886,Where to collect ID card?,Low
918,Where to collect ID card?,Low
1041,Urgent: hostel fee payment not updated.,High
1266,"Internship deadline today, need NOC approval.",High
5188,Request for bonafide certificate.,Medium
278,Can I change my project guide?,Medium
2085,How can I apply for hostel change?,Medium
1246,WiFi password for campus?,Low
2383,Is there any AI workshop this month?,Low
572,What are library timings?,Low
1436,How can I apply for hostel change?,Medium
3903,I need migration certificate process.,Medium
1248,I missed my exam registration due to portal error.,High
3527,I want to join a club in university.,Medium
2515,My fee payment failed but amount deducted.,High
1008,The assignment portal is not working before deadline.,High
5193,"Internship deadline today, need NOC approval.",High
2065,When does cafeteria open?,Low
5749,How to join sports club?,Low
1691,How to join sports club?,Low
5590,My result shows absent but I attended exam.,High
1986,I am unable to access exam hall ticket.,High
295,I missed my exam registration due to portal error.,High
1548,My result shows absent but I attended exam.,High
2013,WiFi password for campus?,Low
589,Is there any AI workshop this month?,Low
3330,How to apply for revaluation?,Medium
2404,Bus schedule for weekend?,Low
2130,Urgent: hostel fee payment not updated.,High
3999,What are library timings?,Low
5251,Request for bonafide certificate.,Medium
3742,When does cafeteria open?,Low
3509,How to apply for revaluation?,Medium
2720,Is there any AI workshop this month?,Low
5462,Holiday list for this semester?,Low
5468,I need migration certificate process.,Medium
557,"Internship deadline today, need NOC approval.",High
2470,I cannot submit my exam form and today is the last date.,High
3739,Degree certificate required urgently for job.,High
4287,Can I change my project guide?,Medium
4933,How to apply for revaluation?,Medium
1717,Please update my contact number.,Medium
2605,How can I apply for hostel change?,Medium
4944,I need migration certificate process.,Medium
1705,My scholarship has not been credited yet.,High
2140,I want to join a club in university.,Medium
3240,Request for bonafide certificate.,Medium
2384,I need migration certificate process.,Medium
4312,"Internship deadline today, need NOC approval.",High
1286,Can I change my project guide?,Medium
5106,How to reset student portal password?,Medium
5358,Please update my contact number.,Medium
3931,"Internship deadline today, need NOC approval.",High
4538,Where to collect ID card?,Low
1592,My result shows absent but I attended exam.,High
5311,I cannot submit my exam form and today is the last date.,High
2163,Urgent: hostel fee payment not updated.,High
2397,Holiday list for this semester?,Low
318,Urgent: hostel fee payment not updated.,High
5384,Urgent: hostel fee payment not updated.,High
3112,"Internship deadline today, need NOC approval.",High
4037,Degree certificate required urgently for job.,High
796,Any cultural events this week?,Low
3021,Any cultural events this week?,Low
1712,WiFi password for campus?,Low
3388,Where is the auditorium located?,Low
37,When will semester timetable be released?,Medium
914,I want to join a club in university.,Medium
3973,My fee payment failed but amount deducted.,High
4134,How to reset student portal password?,Medium
975,I need migration certificate process.,Medium
984,Any cultural events this week?,Low
5210,My result shows absent but I attended exam.,High
1419,What are library timings?,Low
1561,Please update my contact number.,Medium
4136,How to apply for revaluation?,Medium
4266,The assignment portal is not working before deadline.,High
1356,I want to join a club in university.,Medium
5692,Request for bonafide certificate.,Medium
988,How to reset student portal password?,Medium
2683,Bus schedule for weekend?,Low
1641,Any cultural events this week?,Low
1291,Holiday list for this semester?,Low
3682,I want to join a club in university.,Medium
1381,I missed my exam registration due to portal error.,High
1934,My scholarship has not been credited yet.,High
5046,The assignment portal is not working before deadline.,High
3161,Degree certificate required urgently for job.,High
2031,I am unable to access exam hall ticket.,High
893,Please update my contact number.,Medium
4070,Where is the auditorium located?,Low
4256,Urgent: hostel fee payment not updated.,High
3,What are library timings?,Low
2110,I cannot submit my exam form and today is the last date.,High
850,I missed my exam registration due to portal error.,High
2738,WiFi password for campus?,Low
2467,My scholarship has not been credited yet.,High
1915,Please update my contact number.,Medium
1597,How can I apply for hostel change?,Medium
1914,I want to change my elective subject.,Medium
5653,How to join sports club?,Low
2737,I want to change my elective subject.,Medium
727,I want to change my elective subject.,Medium
54,When does cafeteria open?,Low
1797,I cannot submit my exam form and today is the last date.,High
3846,Bus schedule for weekend?,Low
2554,Is there any AI workshop this month?,Low
2801,What are library timings?,Low
937,My result shows absent but I attended exam.,High
4942,Where is the auditorium located?,Low
825,I cannot submit my exam form and today is the last date.,High
4322,Where is the auditorium located?,Low
3402,Please update my contact number.,Medium
1390,When does cafeteria open?,Low
3565,How can I apply for hostel change?,Medium
885,My fee payment failed but amount deducted.,High
1869,How to reset student portal password?,Medium
11,I missed my exam registration due to portal error.,High
3416,WiFi password for campus?,Low
1464,I cannot submit my exam form and today is the last date.,High
807,When does cafeteria open?,Low
4716,Request for bonafide certificate.,Medium
4069,I need migration certificate process.,Medium
2109,Urgent: hostel fee payment not updated.,High
5063,WiFi password for campus?,Low
5947,I want to join a club in university.,Medium
2235,How to reset student portal password?,Medium
964,I cannot submit my exam form and today is the last date.,High
4495,I need migration certificate process.,Medium
2633,How to join sports club?,Low
705,My fee payment failed but amount deducted.,High
432,Urgent: hostel fee payment not updated.,High
4389,I need migration certificate process.,Medium
146,Bus schedule for weekend?,Low
2034,Can I change my project guide?,Medium
5031,I am unable to access exam hall ticket.,High
1166,The assignment portal is not working before deadline.,High
3501,Degree certificate required urgently for job.,High
2051,Can I change my project guide?,Medium
3761,My result shows absent but I attended exam.,High
2625,Degree certificate required urgently for job.,High
4485,How can I apply for hostel change?,Medium
